,Company,Country,Location,Date,Rocket,Mission
2580,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",22/11/1992,Delta II 7925,USA-85 (GPS IIA-7)
2581,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",24/11/1992,Tsyklon-3,Cosmos 2221
2582,VKS RF,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",25/11/1992,Molniya-M /Block 2BL,Cosmos 2222
2583,Martin Marietta,USA,"SLC-4E, Vandenberg AFB, California, USA",28/11/1992,Titan IV(404)A,KH-11 Kennen
2584,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",01/12/1992,Ariane 42P,Superbird A1
2585,VKS RF,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",02/12/1992,Molniya-M /Block ML,Molniya-3 nâ Â­155
2586,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",02/12/1992,Space Shuttle Discovery,STS-53
2587,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",18/12/1992,Delta II 7925,USA-87 (GPS IIA-8)
2588,CASC,China,"LC-2, Xichang Satellite Launch Center, China",21/12/1992,Long March 2E,Optus-B2
2589,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",22/12/1992,Tsyklon-3,Cosmos 2226
2590,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",25/12/1992,Zenit-2,Cosmos 2227
2591,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",25/12/1992,Tsyklon-3,Cosmos 2228
2592,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",12/01/1993,Cosmos-3M (11K65M),Cosmos 2230
2593,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",13/01/1993,Molniya-M /Block ML,Molniya-1 nâ Â­156
2594,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",13/01/1993,Space Shuttle Endeavour,STS-54
2595,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",26/01/1993,Molniya-M /Block 2BL,Cosmos 2232
2596,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",03/02/1993,Delta II 7925,USA-88 (GPS IIA-9)
2597,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",09/02/1993,Cosmos-3M (11K65M),Cosmos 2233
2598,Northrop,USA,"NB-52B Carrier, Cape Canaveral AFS, Florida, USA",09/02/1993,Pegasus,SCD-1
2599,VKS RF,Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",16/03/1993,Tsyklon-3,Cosmos 2242
2600,MITT,Russia,"Site 158, Plesetsk Cosmodrome, Russia",25/03/1993,Start-1,EKA-1
2601,General Dynamics,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",25/03/1993,Atlas I,UHF F1
2602,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",26/03/1993,Zenit-2,Cosmos 2237
2603,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",30/03/1993,Delta II 7925,USA-90 (GPS IIA-10)/SEDS-1
2604,VKS RF,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",30/03/1993,Tsyklon-2,Cosmos 2238
2605,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",01/04/1993,Cosmos-3M (11K65M),Cosmos 2239
2606,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",06/04/1993,Molniya-M /Block 2BL,Cosmos 2241
2607,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",08/04/1993,Space Shuttle Discovery,STS-56
2608,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",09/04/1993,Molniya-M /Block 2BL,Cosmos 2340
2609,VKS RF,Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",16/04/1993,Tsyklon-3,Cosmos 2242
2610,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",21/04/1993,Molniya-M /Block ML,Molniya-3 nâ Â­157
2611,Northrop,USA,"NB-52B Carrier, Edwards AFB, California, USA",25/04/1993,Pegasus,ALEXIS
2612,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",26/04/1993,Space Shuttle Columbia,STS-55
2613,VKS RF,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",28/04/1993,Tsyklon-2,Cosmos 2244
2614,VKS RF,Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",11/05/1993,Tsyklon-3,Cosmos 2245 to 2250
2615,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",12/05/1993,Ariane 42L,"Astra 1C, Arsene"
2616,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",13/05/1993,Delta II 7925,USA-91 (GPS IIA-11)
2617,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",26/05/1993,Molniya-M /Block ML,Molniya-1 nâ Â­158
2618,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",16/06/1993,Cosmos-3M (11K65M),Cosmos 2251
2619,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",21/06/1993,Space Shuttle Endeavour,STS-57
2620,VKS RF,Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",24/06/1993,Tsyklon-3,Cosmos 2252 to 2257
2621,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",25/06/1993,Ariane 44P,Galaxy-4
2622,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",26/06/1993,Delta II 7925,USA-92 (GPS IIA-12)/PMG
2623,VKS RF,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",07/07/1993,Tsyklon-2,Cosmos 2258
2624,General Dynamics,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",19/07/1993,Atlas II,USA-93 (DSCS IIIB-9)
2625,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",22/07/1993,Ariane 44L,"Hispasat 1B, Insat-2B"
2626,Martin Marietta,USA,"SLC-4E, Vandenberg AFB, California, USA",02/08/1993,Titan IV(403)A,SLDCOM & 3x NOSS
2627,VKS RF,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",04/08/1993,Molniya-M /Block ML,Molniya-3 nâ Â­159
2628,General Dynamics,USA,"SLC-3W, Vandenberg AFB, California, USA",09/08/1993,Atlas-E/F Star-37S-ISS,NOAA-I
2629,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",10/08/1993,Molniya-M /Block 2BL,Cosmos 2261
2630,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",30/08/1993,Delta II 7925,USA-94 (GPS IIA-13)
2631,VKS RF,Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",31/08/1993,Tsyklon-3,Meteor-2 nâ Â­21 & Temisat
2632,General Dynamics,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",03/09/1993,Atlas I,UHF F2
2633,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",12/09/1993,Space Shuttle Discovery,STS-51
2634,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",16/09/1993,Zenit-2,Cosmos 2263
2635,VKS RF,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",17/09/1993,Tsyklon-2,Cosmos 2264
2636,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",26/09/1993,Ariane 40,"SPOT-3, Stella & Others"
2637,Martin Marietta,USA,"SLC-4W, Vandenberg AFB, California, USA",05/10/1993,Titan II(23)G,Landsat 6
2638,CASC,China,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",08/10/1993,Long March 2C,FSW-1 No.5
2639,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",18/10/1993,Space Shuttle Columbia,STS-58
2640,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",22/10/1993,Ariane 44LP,Intelsat 701
2641,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",26/10/1993,Cosmos-3M (11K65M),Cosmos 2265
2642,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",26/10/1993,Delta II 7925,USA-96 (GPS IIA-14)
2643,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",02/11/1993,Cosmos-3M (11K65M),Cosmos 2266
2644,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",20/11/1993,Ariane 44LP,"Solidaridad 1, Meteosat 6"
2645,General Dynamics,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",28/11/1993,Atlas II,USA-97 (DSCS IIIB-10
2646,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",02/12/1993,Space Shuttle Endeavour,STS-61
2647,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",08/12/1993,Delta II 7925,NATO 4B
2648,General Dynamics,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",16/12/1993,Atlas IIAS,Telstar 401
2649,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",18/12/1993,Ariane 44L,"DBS-1, Thaicom-1"
2650,VKS RF,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",22/12/1993,Molniya-M /Block ML,Molniya-1T nâ Â­160
2651,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",24/01/1994,Ariane 44LP,"Eutelsat 2F5, Turksat 1A"
2652,VKS RF,Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",25/01/1994,Tsyklon-3,Meteor-3 nâ Â­6 & Tubsat-B
2653,Martin Marietta,USA,"SLC-4W, Vandenberg AFB, California, USA",25/01/1994,Titan II(23)G,Clementine
2654,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",03/02/1994,Space Shuttle Discovery,STS-60
2655,Martin Marietta,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",07/02/1994,Titan IV(401)A,Milstar DFS-1
2656,CASC,China,"LC-2, Xichang Satellite Launch Center, China",08/02/1994,Long March 3A,"Shijian 4, Kuafu-1 (mass simulator)"
2657,VKS RF,Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",12/02/1994,Tsyklon-3,Cosmos 2268 to 2273
2658,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",02/03/1994,Tsyklon-3,Koronas I
2659,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",04/03/1994,Space Shuttle Columbia,STS-62
2660,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",10/03/1994,Delta II 7925,USA-100 (GPS IIA-15)/SEDS-2
2661,Northrop,USA,"SLC-576E, Vandenberg AFB, California, USA",13/03/1994,Minotaur C (Taurus),STEP Mission 0 & DARPASAT
2662,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",19/03/1994,Delta II 7925-8,Galaxy 1R
2663,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",09/04/1994,Space Shuttle Endeavour,STS-59
2664,Lockheed,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",13/04/1994,Atlas I,GOES-I
2665,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",23/04/1994,Zenit-2,Cosmos 2278
2666,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",26/04/1994,Cosmos-3M (11K65M),Cosmos 2279
2667,Martin Marietta,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",03/05/1994,Titan IV(401)A,Trumpet
2668,Northrop,USA,"NB-52B Carrier, Edwards AFB, California, USA",19/05/1994,Pegasus/HAPS,STEP-2
2669,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",25/05/1994,Tsyklon-3,Cosmos 2281
2670,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",17/06/1994,Ariane 44LP,"Intelsat 702, STRV 1A & 1B"
2671,Lockheed,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",24/06/1994,Atlas I,UHF F3
2672,Northrop,USA,"Stargazer, Vandenberg AFB, California, USA",27/06/1994,Pegasus XL,STEP-1
2673,CASC,China,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",03/07/1994,Long March 2D,FSW-2 No.2
2674,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",08/07/1994,Space Shuttle Columbia,STS-65
2675,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",08/07/1994,Ariane 44L,"Panamsat-2, Yuri-3N"
2676,VKS RF,Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",14/07/1994,Cosmos-3M (11K65M),Nadiezhda nâ Â­7
2677,CASC,China,"LC-3, Xichang Satellite Launch Center, China",21/07/1994,Long March 3,Apstar-1
2678,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",02/08/1994,Cosmos-3M (11K65M),Cosmos 2285
2679,Lockheed,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",03/08/1994,Atlas IIA,DBS-2
2680,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",05/08/1994,Molniya-M /Block 2BL,Cosmos 2286
2681,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",10/08/1994,Ariane 44LP,"Brasilsat B1, Turksat 1B"
2682,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",23/08/1994,Molniya-M /Block ML,Molniya-3 nâ Â­161
2683,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",26/08/1994,Zenit-2,Cosmos 2290
2684,Martin Marietta,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",27/08/1994,Titan IV(401)A,Mercury
2685,CASC,China,"LC-2, Xichang Satellite Launch Center, China",27/08/1994,Long March 2E,Optus-B3
2686,General Dynamics,USA,"SLC-3W, Vandenberg AFB, California, USA",29/08/1994,Atlas-E/F Star-37S-ISS,DMSP F-12
2687,Northrop,USA,"NB-52B Carrier, Edwards AFB, California, USA",03/09/1994,Pegasus,APEX
2688,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",09/09/1994,Ariane 42L,Telstar 402
2689,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",09/09/1994,Space Shuttle Discovery,STS-64
2690,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",27/09/1994,Cosmos-3M (11K65M),Cosmos 2292
2691,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",30/09/1994,Space Shuttle Endeavour,STS-68
2692,Lockheed,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",06/10/1994,Atlas IIAS,Intelsat 703
2693,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",08/10/1994,Ariane 44L,"Solidaridad-2, Thaicom-2"
2694,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",11/10/1994,Tsyklon-3,Okean 4
2695,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",01/11/1994,Ariane 42P,Astra 1D
2696,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",01/11/1994,Delta II 7925-10,Wind
2697,VKS RF,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",02/11/1994,Tsyklon-2,Cosmos 2293
2698,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",03/11/1994,Space Shuttle Atlantis,STS-66
2699,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",04/11/1994,Zenit-2,Resurs-O1 nâ Â­3
2700,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",24/11/1994,Zenit-2,Cosmos 2297
2701,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",29/11/1994,Tsyklon-3,Geo-IK 1
2702,Lockheed,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",29/11/1994,Atlas IIA,Orion 1
2703,CASC,China,"LC-2, Xichang Satellite Launch Center, China",29/11/1994,Long March 3A,Chinasat-5
2704,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",01/12/1994,Ariane 42P,Panamsat-3
2705,VKS RF,Russia,"Site 43/4, Plesetsk Cosmodrome, Russia",14/12/1994,Molniya-M /Block ML,Molniya-1T nâ Â­162
2706,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",20/12/1994,Cosmos-3M (11K65M),Cosmos 2298
2707,Martin Marietta,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",22/12/1994,Titan IV(402)A,DSP
2708,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",26/12/1994,Tsyklon-3,Cosmos 2299 to 2304
2709,VKS RF,Kazakhstan,"Site 175/58, Baikonur Cosmodrome, Kazakhstan",26/12/1994,Rokot/Briz K,Radio-ROSTO
2710,General Dynamics,USA,"SLC-3W, Vandenberg AFB, California, USA",30/12/1994,Atlas-E/F Star-37S-ISS,NOAA-J
2711,ILS,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",10/01/1995,Atlas IIAS,Intelsat 704
2712,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",24/01/1995,Cosmos-3M (11K65M),"Tsikada 1, Faisat 1 & Astrid 1"
2713,CASC,China,"LC-2, Xichang Satellite Launch Center, China",25/01/1995,Long March 2E,Apstar 2
2714,Lockheed,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",29/01/1995,Atlas II,USA-108 (UHF F4)
2715,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",03/02/1995,Space Shuttle Discovery,STS-63
2716,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",02/03/1995,Space Shuttle Endeavour,STS-67
2717,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",02/03/1995,Cosmos-3M (11K65M),Cosmos 2306
2718,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",22/03/1995,Cosmos-3M (11K65M),Cosmos 2310
2719,ILS,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",22/03/1995,Atlas IIAS,Intelsat 705
2720,General Dynamics,USA,"SLC-3W, Vandenberg AFB, California, USA",24/03/1995,Atlas-E/F Star-37S-ISS,DMSP F-13
2721,MITT,Russia,"Site 158, Plesetsk Cosmodrome, Russia",28/03/1995,Start,"EKA-2, Gurwin & UNAMSAT A"
2722,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",28/03/1995,Ariane 44LP,"Brasilsat B2, Hot Bird 1"
2723,Northrop,USA,"Stargazer, Vandenberg AFB, California, USA",03/04/1995,Pegasus,Orbcomm F1 and F2 & OrbView-1
2724,ILS,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",07/04/1995,Atlas IIA,AMSC-1
2725,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",21/04/1995,Ariane 40,ERS-2
2726,Lockheed,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",14/05/1995,Titan IV(401)A,Mentor
2727,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",17/05/1995,Ariane 44LP,Intelsat 706
2728,Lockheed,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",23/05/1995,Atlas I,GOES-J
2729,VKS RF,Russia,"Site 16/2, Plesetsk Cosmodrome, Russia",24/05/1995,Molniya-M /Block 2BL,Cosmos 2312
2730,Lockheed,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",31/05/1995,Atlas II,USA-111 (UHF F5)
2731,VKS RF,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",08/06/1995,Tsyklon-2,Cosmos 2313
2732,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",10/06/1995,Ariane 42P,DBS-3
2733,Northrop,USA,"Stargazer, Vandenberg AFB, California, USA",22/06/1995,Pegasus XL,STEP-3
2734,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",27/06/1995,Space Shuttle Atlantis,STS-71
2735,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",05/07/1995,Cosmos-3M (11K65M),Cosmos 2315
2736,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",07/07/1995,Ariane 40,"Helios 1A, Cerise, LBSAT-1"
2737,Lockheed,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",10/07/1995,Titan IV(401)A,Trumpet
2738,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",13/07/1995,Space Shuttle Discovery,STS-70
2739,Lockheed,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",31/07/1995,Atlas IIA,USA-113 (DSCS IIIB-7)
2740,RVSN USSR,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",02/08/1995,Molniya-M /Block SO-L,Interbol 1 & Magion 4
2741,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",03/08/1995,Ariane 42L,Panamsat-4
2742,VKS RF,Russia,"Site 43/3, Plesetsk Cosmodrome, Russia",09/08/1995,Molniya-M /Block ML,Molniya-3 nâ Â­163
2743,Lockheed,USA,"SLC-6, Vandenberg AFB, California, USA",15/08/1995,Athena I,GemStar 1
2744,ILS,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",29/08/1995,Atlas IIAS,JCSAT-3
2745,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",29/08/1995,Ariane 42P,N-Star A
2746,VKS RF,Russia,"Site 32/2, Plesetsk Cosmodrome, Russia",31/08/1995,Tsyklon-3,Sich 1 & FASat Alfa
2747,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",05/09/1995,Delta II 7925,Koreasat 1
2748,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",07/09/1995,Space Shuttle Endeavour,STS-69
2749,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",24/09/1995,Ariane 42L,Telstar 402R
2750,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",06/10/1995,Cosmos-3M (11K65M),Cosmos 2321
2751,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",19/10/1995,Ariane 42L,Astra 1E
2752,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",20/10/1995,Space Shuttle Columbia,STS-73
2753,Lockheed,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",22/10/1995,Atlas II,USA-114 (UHF F6)
2754,EER,USA,"LP-0A, Wallops Flight Facility, Virginia, USA",23/10/1995,Conestoga-1620,METEOR
2755,VKS RF,Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",31/10/1995,Zenit-2,Cosmos 2322
2756,Boeing,USA,"SLC-2W, Vandenberg AFB, California, USA",04/11/1995,Delta II 7920-10,RADARSAT-1 and SURFSAT
2757,Lockheed,USA,"SLC-40, Cape Canaveral AFS, Florida, USA",06/11/1995,Titan IV(401)A,Milstar DFS-2
2758,NASA,USA,"LC-39A, Kennedy Space Center, Florida, USA",12/11/1995,Space Shuttle Atlantis,STS-74
2759,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",17/11/1995,Ariane 44P,Infrared Space Observatory
2760,CASC,China,"LC-2, Xichang Satellite Launch Center, China",28/11/1995,Long March 2E,AsiaSat 2
2761,Lockheed,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",02/12/1995,Atlas IIAS,SOHO
2762,Lockheed,USA,"SLC-4E, Vandenberg AFB, California, USA",05/12/1995,Titan IV(404)A,KH-11 Kennen
2763,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",06/12/1995,Ariane 44L,"Telecom 2C, Insat 2C"
2764,Lockheed,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",15/12/1995,Atlas IIA,Galaxy 3R
2765,VKS RF,Kazakhstan,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",20/12/1995,Tsyklon-2,Cosmos 2326
2766,VKS RF,Kazakhstan,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",28/12/1995,Molniya-M /Block 2BL,IRS-1C & Skipper
2767,CASC,China,"LC-2, Xichang Satellite Launch Center, China",28/12/1995,Long March 2E,EchoStar 1
2768,Boeing,USA,"SLC-17A, Cape Canaveral AFS, Florida, USA",30/12/1995,Delta II 7920-10,XTE
2769,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",11/01/1996,Space Shuttle Endeavour,STS-72
2770,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",12/01/1996,Ariane 44L,"Panamsat-3R, Measat-1"
2771,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",14/01/1996,Delta II 7925,Koreasat-2
2772,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",16/01/1996,Cosmos-3M (11K65M),Cosmos 2327
2773,ILS,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",01/02/1996,Atlas IIAS,Palapa C1
2774,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",05/02/1996,Ariane 44P,N-Star B
2775,CASC,China,"LC-2, Xichang Satellite Launch Center, China",14/02/1996,Long March 3B,Intelsat 708
2776,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",17/02/1996,Delta II 7925-8,NEAR
2777,VKS RF,Russia,"Site 32/1, Plesetsk Cosmodrome, Russia",19/02/1996,Tsyklon-3,Cosmos 2328 to 2330 & Gonets 1 to 3
2778,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",22/02/1996,Space Shuttle Columbia,STS-75
2779,Boeing,USA,"SLC-2W, Vandenberg AFB, California, USA",24/02/1996,Delta II 7925-10,Polar
2780,Northrop,USA,"Stargazer, Vandenberg AFB, California, USA",09/03/1996,Pegasus XL,REX II
2781,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",14/03/1996,Ariane 44LP,Intelsat 707
2782,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",22/03/1996,Space Shuttle Atlantis,STS-76
2783,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",28/03/1996,Delta II 7925,USA-117 (GPS IIA-16)
2784,ILS,USA,"SLC-36A, Cape Canaveral AFS, Florida, USA",03/04/1996,Atlas IIA,Inmarsat 3-F1
2785,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",20/04/1996,Ariane 42P,M-SAT-1
2786,Boeing,USA,"SLC-2W, Vandenberg AFB, California, USA",24/04/1996,Delta II 7920-10,MSX
2787,VKS RF,Russia,"Site 132/1, Plesetsk Cosmodrome, Russia",24/04/1996,Cosmos-3M (11K65M),Cosmos 2265
2788,Lockheed,USA,"SLC-41, Cape Canaveral AFS, Florida, USA",24/04/1996,Titan IV(401)A,Mercury
2789,Lockheed,USA,"SLC-36B, Cape Canaveral AFS, Florida, USA",30/04/1996,Atlas I,BeppoSAX
2790,Lockheed,USA,"SLC-4E, Vandenberg AFB, California, USA",12/05/1996,Titan IV(403)A,"SLDCOM, NOSS 3x, TiPS 2x"
2791,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",16/05/1996,Ariane 44L,"Palapa C2, AMOS-1"
2792,Northrop,USA,"Stargazer, Vandenberg AFB, California, USA",17/05/1996,Pegasus,MSTI-3
2793,NASA,USA,"LC-39B, Kennedy Space Center, Florida, USA",19/05/1996,Space Shuttle Endeavour,STS-77
2794,Boeing,USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",24/05/1996,Delta II 7925,Galaxy 9
2795,ESA,France,"ELA-3, Guiana Space Centre, French Guiana, France",04/06/1996,Ariane 5 G,Cluster
2796,Arianespace,France,"ELA-2, Guiana Space Centre, French Guiana, France",15/06/1996,Ariane 44P,Intelsat 709
