Company,Location,Date,Rocket,Mission,RocketStatus,MissionStatus,Country
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",26/06/1973,Cosmos-3M (11K65M),Tselina-OM #20,Retired,Failure,Russia
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",26/06/1973,Titan III(24)B,OPS 4018,Retired,Failure,USA
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",27/06/1973,Soyuz M,Cosmos 576,Retired,Success,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",04/07/1973,Voskhod,Zenit-4M n†­50,Retired,Failure,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",11/07/1973,Molniya-M /Block L,Molniya-2 n†­34,Retired,Success,Russia
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",13/07/1973,Titan IIID,KH-9,Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",25/07/1973,Voskhod,Cosmos 577,Retired,Success,Russia
NASA,"LC-39B, Kennedy Space Center, Florida, USA",28/07/1973,Saturn IB,Skylab 3,Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",01/08/1973,Voskhod,Cosmos 578,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21/08/1973,Voskhod,Cosmos 579,Retired,Success,Russia
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",21/08/1973,Titan-III(33)B Agena-D,Jumpseat 3,Retired,Success,USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",22/08/1973,Cosmos-2I (63SM),Cosmos 580,Retired,Success,Russia
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",23/08/1973,Atlas-SLV3D Centaur-D1A,Intelsat 4 F7,Retired,Success,USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",24/08/1973,Voskhod,Cosmos 581,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28/08/1973,Cosmos-3M (11K65M),Cosmos 582,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",30/08/1973,Molniya-M /Block L,Molniya-1 n†­35,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",30/08/1973,Voskhod,Cosmos 583,Retired,Success,Kazakhstan
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",06/09/1973,Voskhod,Cosmos 584,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",08/09/1973,Cosmos-3M (11K65M),Cosmos 585,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",14/09/1973,Cosmos-3M (11K65M),Cosmos 586,Retired,Success,Russia
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",18/09/1973,Feng Bao 1,JSSW-1,Retired,Failure,China
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",21/09/1973,Soyuz U,Cosmos 587,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",27/09/1973,Soyuz,Soyuz 12,Retired,Success,Kazakhstan
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",27/09/1973,Titan III(24)B,OPS 6275,Retired,Success,USA
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",02/10/1973,Cosmos-3M (11K65M),Cosmos 588 to 595,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",03/10/1973,Voskhod,Cosmos 596,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",06/10/1973,Voskhod,Cosmos 597,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",10/10/1973,Voskhod,Cosmos 598,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",15/10/1973,Voskhod,Cosmos 599,Retired,Success,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16/10/1973,Voskhod,Cosmos 600,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",16/10/1973,Cosmos-2I (63SM),Cosmos 601,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",19/10/1973,Molniya-M /Block L,Molniya-2 n†­36,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",20/10/1973,Voskhod,Cosmos 602,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",27/10/1973,Voskhod,Cosmos 603,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29/10/1973,Vostok-2M,Cosmos 604,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",30/10/1973,Cosmos-3M (11K65M),Intercosmos-10,Retired,Success,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",31/10/1973,Soyuz U,Cosmos 605,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",02/11/1973,Molniya-M /Block 2BL,Cosmos 606,Retired,Success,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",03/11/1973,Atlas-SLV3D Centaur-D1A,Mariner 10,Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",10/11/1973,Voskhod,Cosmos 607,Retired,Success,Russia
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",10/11/1973,Titan IIID,"KH-9, SSF-B-24 & SSF-C-4",Retired,Success,USA
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",14/11/1973,Molniya-M /Block L,Molniya-1 n†­37,Retired,Success,Kazakhstan
NASA,"LC-39B, Kennedy Space Center, Florida, USA",16/11/1973,Saturn IB,Skylab 4,Retired,Success,USA
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",20/11/1973,Cosmos-2I (63SM),Cosmos 608,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",21/11/1973,Voskhod,Cosmos 609,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",27/11/1973,Cosmos-3M (11K65M),Cosmos 610,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",28/11/1973,Cosmos-2I (63SM),Cosmos 611,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28/11/1973,Voskhod,Cosmos 612,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",30/11/1973,Molniya-M /Block L,Molniya-1 n†­38,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",04/12/1973,Cosmos-3M (11K65M),Cosmos 614,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",13/12/1973,Cosmos-2I (63SM),Cosmos 615,Retired,Success,Russia
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",13/12/1973,Titan III(23)C,DSCS-II 3&4,Retired,Success,USA
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",17/12/1973,Soyuz M,Cosmos 616,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",18/12/1973,Soyuz,Soyuz 13,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19/12/1973,Cosmos-3M (11K65M),Cosmos 617 to 624,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",21/12/1973,Voskhod,Cosmos 625,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",25/12/1973,Molniya-M /Block L,Molniya-2 n†­39,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",26/12/1973,Cosmos-3M (11K65M),Oreol-2,Retired,Success,Russia
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",27/12/1973,Tsyklon-2,Cosmos 626,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/12/1973,Cosmos-3M (11K65M),Cosmos 627,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",17/01/1974,Cosmos-3M (11K65M),Cosmos 628,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24/01/1974,Voskhod,Cosmos 629,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",29/01/1974,Soyuz,Cosmos 613,Retired,Success,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",30/01/1974,Voskhod,Cosmos 630,Retired,Success,Russia
ISAS,"Mu Pad, Uchinoura Space Center, Japan",04/02/1974,Mu-III H,Tansei 2,Retired,Success,Japan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",06/02/1974,Cosmos-3M (11K65M),Cosmos 631,Retired,Success,Russia
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",11/02/1974,Titan IIIE,Sphinx & Viking-DS,Retired,Failure,USA
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/02/1974,Voskhod,Cosmos 632,Retired,Success,Kazakhstan
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",13/02/1974,Titan III(24)B,OPS 6889,Retired,Success,USA
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",18/02/1974,Scout D1,San Marco 4,Retired,Success,Kenya
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",27/02/1974,Cosmos-2I (63SM),Cosmos 633,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",05/03/1974,Vostok-2M,Meteor n†­27,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",05/03/1974,Cosmos-2I (63SM),Cosmos 634,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",14/03/1974,Voskhod,Cosmos 635,Retired,Success,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20/03/1974,Soyuz U,Cosmos 636,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",23/03/1974,Cosmos-3M (11K65M),Cosmos 641 to 648,Retired,Success,Russia
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",26/03/1974,Proton K/Block-DM,Cosmos 637,Retired,Success,Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",03/04/1974,Soyuz U,Cosmos 638,Retired,Success,Kazakhstan
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",04/04/1974,Voskhod,Cosmos 639,Retired,Success,Russia
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",10/04/1974,Titan IIID,"KH-9, SSF-B-25, IRCB",Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",11/04/1974,Voskhod,Cosmos 640,Retired,Success,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/04/1974,Voskhod,Zenit-4MK n†­23,Retired,Failure,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",20/04/1974,Molniya-M /Block ML,Molniya-1 n†­40,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",24/04/1974,Vostok-2M,Meteor n†­28,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",26/04/1974,Molniya-M /Block L,Molniya-2 n†­41,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29/04/1974,Voskhod,Cosmos 649,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/04/1974,Cosmos-3M (11K65M),Cosmos 650,Retired,Success,Russia
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",15/05/1974,Tsyklon-2,Cosmos 651,Retired,Success,Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",15/05/1974,Soyuz U,Cosmos 652,Retired,Success,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",15/05/1974,Voskhod,Cosmos 653,Retired,Success,Russia
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",17/05/1974,Tsyklon-2,Cosmos 654,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",17/05/1974,Cosmos-3M (11K65M),Intercosmos-11,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21/05/1974,Cosmos-3M (11K65M),Cosmos 655,Retired,Success,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",23/05/1974,Soyuz U,Yantar-2K n†­01,Retired,Failure,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",27/05/1974,Soyuz,Cosmos 656,Retired,Success,Kazakhstan
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",29/05/1974,Proton K/Block D,Luna-22,Retired,Success,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",30/05/1974,Voskhod,Cosmos 657,Retired,Success,Russia
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",30/05/1974,Titan III(23)C,ATS-6,Retired,Success,USA
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",06/06/1974,Voskhod,Cosmos 658,Retired,Success,Kazakhstan
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",06/06/1974,Titan III(24)B,OPS 1776,Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",13/06/1974,Voskhod,Cosmos 659,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",18/06/1974,Cosmos-3M (11K65M),Cosmos 660,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",21/06/1974,Cosmos-3M (11K65M),Cosmos 661,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",26/06/1974,Cosmos-2I (63SM),Cosmos 662,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",27/06/1974,Cosmos-3M (11K65M),Cosmos 663,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",29/06/1974,Soyuz M,Cosmos 664,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",29/06/1974,Molniya-M /Block 2BL,Cosmos 665,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",03/07/1974,Soyuz,Soyuz 14,Retired,Success,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",09/07/1974,Vostok-2M,Meteor-Priroda n†­1,Retired,Success,Russia
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",11/07/1974,Cosmos-3MRB (65MRB),BOR-3 Shuttle,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",11/07/1974,Cosmos-2I (63SM),DS-P1-You n†­68,Retired,Failure,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",12/07/1974,Voskhod,Cosmos 666,Retired,Success,Russia
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",12/07/1974,Feng Bao 1,JSSW-2,Retired,Failure,China
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",14/07/1974,Atlas-E/F PTS,P73-3,Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",23/07/1974,Molniya-M /Block L,Molniya-2 n†­42,Retired,Success,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25/07/1974,Voskhod,Cosmos 667,Retired,Success,Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",25/07/1974,Cosmos-2I (63SM),Cosmos 668,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",26/07/1974,Voskhod,Cosmos 669,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",06/08/1974,Soyuz U,Cosmos 670,Retired,Success,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",07/08/1974,Voskhod,Cosmos 671,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12/08/1974,Soyuz U,Cosmos 672,Retired,Success,Kazakhstan
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",14/08/1974,Titan III(24)B,OPS 3004,Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16/08/1974,Vostok-2M,Cosmos 673,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",28/08/1974,Soyuz,Soyuz 15,Retired,Success,Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",29/08/1974,Voskhod,Cosmos 674,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",29/08/1974,Cosmos-3M (11K65M),Cosmos 675,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",30/08/1974,Voskhod,Zenit-2M n†­51,Retired,Failure,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11/09/1974,Cosmos-3M (11K65M),Cosmos 676,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19/09/1974,Cosmos-3M (11K65M),Cosmos 677 to 684,Retired,Success,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",20/09/1974,Voskhod,Cosmos 685,Retired,Success,Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",26/09/1974,Cosmos-2I (63SM),Cosmos 686,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",11/10/1974,Cosmos-3M (11K65M),Cosmos 687,Retired,Success,Russia
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",15/10/1974,Scout B1,Ariel 5,Retired,Success,Kenya
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",18/10/1974,Voskhod,Cosmos 688,Retired,Success,Russia
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",18/10/1974,Cosmos-3M (11K65M),Cosmos 689,Retired,Success,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",22/10/1974,Soyuz U,Cosmos 690,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",24/10/1974,Molniya-M /Block L,Molniya-1 n†­44,Retired,Success,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",25/10/1974,Soyuz U,Cosmos 691,Retired,Success,Kazakhstan
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",28/10/1974,Vostok-2M,Meteor n†­29,Retired,Success,Russia
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",29/10/1974,Titan IIID,"KH-9, S3 & SSF-B-26",Retired,Success,USA
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",31/10/1974,Cosmos-3M (11K65M),Intercosmos-12,Retired,Success,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",01/11/1974,Voskhod,Cosmos 692,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",04/11/1974,Soyuz M,Cosmos 693,Retired,Success,Russia
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",05/11/1974,Long March 2,FSW-0 No.0,Retired,Failure,China
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",16/11/1974,Voskhod,Cosmos 694,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",20/11/1974,Cosmos-2I (63SM),Cosmos 695,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21/11/1974,Molniya-M /Block L,Molniya-3 n†­45,Retired,Success,Russia
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",21/11/1974,Atlas-SLV3D Centaur-D1A,Intelsat 4 F8,Retired,Success,USA
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",27/11/1974,Voskhod,Cosmos 696,Retired,Success,Russia
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",02/12/1974,Soyuz U,Soyuz 16,Retired,Success,Kazakhstan
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",10/12/1974,Titan IIIE,Helios-1,Retired,Success,USA
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",13/12/1974,Soyuz U,Cosmos 697,Retired,Partial Failure,Russia
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",17/12/1974,Vostok-2M,Meteor n†­30,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",18/12/1974,Cosmos-3M (11K65M),Cosmos 698,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",21/12/1974,Molniya-M /Block L,Molniya-2 n†­46,Retired,Success,Russia
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",24/12/1974,Tsyklon-2,Cosmos 699,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",26/12/1974,Cosmos-3M (11K65M),Cosmos 700,Retired,Success,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",27/12/1974,Voskhod,Cosmos 701,Retired,Success,Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/01/1975,Soyuz,Soyuz 17,Retired,Success,Kazakhstan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",17/01/1975,Voskhod,Cosmos 702,Retired,Success,Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",21/01/1975,Cosmos-2I (63SM),Cosmos 703,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",23/01/1975,Voskhod,Cosmos 704,Retired,Success,Russia
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",28/01/1975,Cosmos-2I (63SM),Cosmos 705,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",30/01/1975,Molniya-M /Block 2BL,Cosmos 706,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",05/02/1975,Cosmos-3M (11K65M),Cosmos 707,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",06/02/1975,Molniya-M /Block L,Molniya-2 n†­47,Retired,Success,Russia
CNES,"ELD, Guiana Space Centre, French Guiana, France",06/02/1975,Diamant BP4,Starlette,Retired,Success,France
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",12/02/1975,Cosmos-3M (11K65M),Cosmos 708,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",12/02/1975,Voskhod,Cosmos 709,Retired,Success,Russia
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",20/02/1975,Atlas-SLV3D Centaur-D1A,Intelsat 4 F6,Retired,Failure,USA
ISAS,"Mu Pad, Uchinoura Space Center, Japan",24/02/1975,Mu-III C,Taiyo,Retired,Success,Japan
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",26/02/1975,Voskhod,Cosmos 710,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",28/02/1975,Cosmos-3M (11K65M),Cosmos 711 to 718,Retired,Success,Russia
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",10/03/1975,Titan III(34)B Agena-D,Jumpseat 4,Retired,Success,USA
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",12/03/1975,Voskhod,Cosmos 719,Retired,Success,Kazakhstan
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",21/03/1975,Soyuz U,Cosmos 720,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",26/03/1975,Voskhod,Cosmos 721,Retired,Success,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",27/03/1975,Voskhod,Cosmos 722,Retired,Success,Kazakhstan
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",27/03/1975,Cosmos-3M (11K65M),Intercosmos-13,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",01/04/1975,Vostok-2M,Meteor n†­31,Retired,Success,Russia
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",02/04/1975,Tsyklon-2,Cosmos 723,Retired,Success,Kazakhstan
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",05/04/1975,Soyuz,Soyuz 18a (7K-T n†­39),Retired,Failure,Kazakhstan
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",07/04/1975,Tsyklon-2,Cosmos 724,Retired,Success,Kazakhstan
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",08/04/1975,Cosmos-2I (63SM),Cosmos 725,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",11/04/1975,Cosmos-3M (11K65M),Cosmos 726,Retired,Success,Russia
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",13/04/1975,Atlas-E/F Star-17A,P72-2,Retired,Failure,USA
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",14/04/1975,Molniya-M /Block ML,Molniya-3 n†­48,Retired,Success,Russia
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/04/1975,Soyuz U,Cosmos 727,Retired,Success,Kazakhstan
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",18/04/1975,Voskhod,Cosmos 728,Retired,Success,Russia
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",18/04/1975,Titan III(24)B,OPS 4883,Retired,Success,USA
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",19/04/1975,Cosmos-3M (11K65M),Aryabhata,Retired,Success,Russia
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",22/04/1975,Cosmos-3M (11K65M),Cosmos 729,Retired,Success,Russia
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",24/04/1975,Voskhod,Cosmos 730,Retired,Success,Russia
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",29/04/1975,Molniya-M /Block ML,Molniya-1 n†­49,Retired,Success,Russia
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",07/05/1975,Scout F1,Explorer 53,Retired,Success,Kenya
CNES,"ELD, Guiana Space Centre, French Guiana, France",17/05/1975,Diamant BP4,Castor & Pollux,Retired,Success,France
